0.033182394	-0.017927745	-0.005804126	0.023030149	0.016422052	-0.017820055	0.016474992	-0.002991589	-0.034630448	0.02219952	0.026185472	0.059166424	0.06644694	0.027758833	0.04000306	-0.004131543
0.025476914	0.001103335	-0.041711334	0.012299745	0.0133121135	-0.006259584	-0.018059745	0.016204944	0.022310352	0.05546592	0.0021250956	-0.019471996	-0.0039711497	-0.03533544	0.06538386	0.018112244
-0.014159371	-0.02146885	-0.05263827	-0.029046753	0.011691745	-0.068291195	0.014204214	0.07322517	0.03909415	0.004128325	0.02644294	-0.05913428	-0.04732452	0.012811322	0.0630767	0.08129139
0.03550435	0.026828015	0.03165411	-0.017323395	0.020069757	-0.034813054	-0.03365462	0.020827014	-0.0103776455	0.0022404229	0.04944187	-0.0051710815	0.004377227	-0.029733948	0.027101496	0.0063499543
7.404416e-05	0.0071596084	0.009597055	0.037411276	0.03440463	-0.010911251	0.04095515	0.017657863	-0.013619951	-0.043242075	0.0065534147	0.0779945	0.06756699	0.091461815	-0.006493947	-0.049695224
-0.056455016	0.020496445	0.010974321	-0.02489273	-0.0037703894	0.05722451	-0.012670161	-0.017919341	-0.011079306	-0.03579767	-0.0083293	-0.023104457	0.024778698	0.002035134	-0.022324778	-0.015881341
0.015579068	-0.029660622	-0.03483999	0.016101545	-0.042263314	-0.008052181	-0.013378501	-0.019006047	0.019092498	-0.008650963	-0.019103456	0.014627005	0.020051332	-0.04777968	0.0105230985	0.0044705635
-0.05365972	0.041188233	-0.003908838	0.0017394128	0.04004008	0.04328832	-0.017206136	-0.03370767	0.028726865	-0.01832926	0.026680645	0.008637846	-0.03643244	0.009559009	-0.008637216	0.0006061647
-0.024832832	-0.07063892	0.031146817	0.0109032625	-0.013091495	-0.016764684	0.014217564	0.058129694	-0.00042987528	-0.018673988	-0.035779994	0.015311323	0.016933752	0.06326316	0.013728198	-0.025542358
0.11415637	-0.030531378	-0.06034471	-0.017674485	-0.10889474	-0.12376774	-0.042719476	0.093420684	0.059861887	0.0735364	0.09147925	-0.07614674	-0.05017647	-0.11962476	0.065441184	0.055803888
0.034917455	-0.025665646	0.011074063	0.014708819	-0.006241111	-0.038913824	-0.03850969	0.040280804	-0.009700798	0.058326222	0.061317842	-0.044985965	-0.006648365	-0.036565166	-0.011796989	-0.007434548
0.04612693	-0.036440924	0.014451711	0.0025592146	-0.04086669	-0.031915147	0.012012624	-0.0479487	-4.2740343e-05	-0.0150415655	0.03575425	-0.024032671	-0.026351782	-0.009588392	-0.0052718753	0.023289992
0.028930489	0.0020788424	-0.038427334	0.014713967	0.033205405	-0.01268409	0.019572241	0.035712596	0.015204179	-0.03333962	0.012948217	-0.067514956	-0.02316747	0.004718199	0.024181513	0.028646387
-0.063567676	0.08481832	0.07884144	0.06389557	0.0802791	0.022172187	0.043899734	-0.050803717	-0.023454398	-0.036474966	-0.031305075	0.048466515	0.07978762	0.030828947	-0.029061774	-0.074798614
0.042431124	-0.030741988	0.0018988586	-0.047546946	0.030797038	-0.038978107	-0.04379891	0.06324932	0.029764816	-0.015132586	-0.016436636	-0.025263574	-0.03603535	-0.028764598	0.0013618226	0.07218159
-0.014175795	0.0023524961	0.024039442	0.043003626	0.023547202	0.029800152	0.022744795	0.01346989	0.031629834	0.0006499733	-0.006681298	0.06018757	0.016375555	0.021797527	-0.025317712	0.0056138593
0.03334187	-0.028493483	0.013574999	-0.03336909	0.025631417	0.017064454	-0.029924251	-0.005860989	0.0157265	-0.044683613	-0.019011691	0.06920154	0.020849448	-0.019656671	0.03110449	-0.022896782
0.0028833933	-0.01334412	0.026143475	-0.0055685085	0.029480588	-0.019800154	0.0019733964	-0.0011719017	-0.03798138	-0.024410807	0.008165408	0.02854106	-0.06006498	-0.044011433	-0.016238753	-0.017753046
0.04580399	-0.033958565	-0.05480972	-0.04728364	-0.045787133	0.036539834	-0.054743685	-0.027029127	0.007372972	-0.032481894	0.045639	0.030047068	-0.06020336	-0.03403132	0.05249409	-0.008640764
-0.023069158	-0.008032223	-0.065480985	-0.0134762125	-0.04553051	-0.06300688	0.02563064	0.061480805	0.017605336	0.017629016	-0.02622577	0.029806407	-0.012214411	-0.013092455	0.06608691	0.039092682
-0.027847268	0.009913967	0.01778188	0.064412884	0.00893362	0.02615716	0.020890566	-0.09820406	-0.06455702	-0.08751222	-0.022008624	0.048878774	0.029165568	0.03857074	-0.05315165	-0.04164456
0.005652703	-0.054245315	0.007695195	-0.03827135	0.043750573	-0.007448596	-0.03942483	-0.027707102	-0.019360801	0.049266975	-0.01257728	-0.036497265	0.0067719594	0.031968776	-0.022348585	0.01831066
0.12300626	-0.09713406	-0.050180286	-0.03994918	-0.06711194	-0.08475725	-0.089860074	0.03602587	0.052209195	0.09378449	0.121482246	-0.099536136	-0.106902815	-0.08441456	0.053553004	0.09100638
-0.07399926	0.07756537	0.12632681	0.06188509	0.049034946	0.09936963	0.05373637	-0.08836645	-0.08382329	-0.10567863	-0.044436388	0.046310082	0.07235658	0.05170056	-0.09150902	-0.13294752
-0.031610347	-0.037575033	-0.0058139926	0.04103051	0.042198747	-0.0019791562	-0.030534279	-0.05190574	-0.016270606	0.002990443	-0.017850708	0.021420155	0.037095193	-0.013627177	0.0073972796	-0.019775324
0.020881748	0.014994637	-0.06104399	-0.07579339	-0.001564815	0.012549024	-0.06776503	0.018330006	0.024087563	-0.0023774398	0.01890007	-0.03526321	0.029814214	0.052928988	0.0060316036	-0.0037917288
0.009527456	-0.06704429	0.010999818	0.0017614374	-0.03470432	-0.06921689	-0.038558044	0.04616839	0.060260046	-0.014471932	0.032246415	-0.01778161	0.009050166	-0.05902577	0.043735955	3.5054254e-05
0.0012932315	-0.0048597683	0.09473377	0.020580525	0.03161218	0.020013299	0.0021830131	-0.04139211	-0.020278243	-0.07190093	-0.033879727	0.014429777	0.0046298117	0.015146003	-0.07233841	-0.03189936
-0.014021767	0.071651235	0.08985488	0.067408465	0.03393359	0.0690629	0.020220555	-0.088868886	-0.014741209	-0.022161104	-0.08636478	0.00442967	0.03784194	0.0120624155	-0.004711698	-0.031702936
0.024798581	-0.02629154	0.001625835	-0.010198203	0.020043923	0.0033873192	-0.011758923	-0.011076283	0.039853267	0.013903644	-0.00035021594	-0.034757152	-0.075984016	0.017254157	0.032604072	0.049465895
